date dh dh7 cdbs
2013-03-09 27.94 52.28 18.62
2013-03-10 27.94 52.29 18.61
2013-03-11 27.93 52.31 18.60
2013-03-12 27.92 52.32 18.60
2013-03-13 27.91 52.33 18.60
2013-03-14 27.91 52.33 18.60
2013-03-15 27.90 52.34 18.60
2013-03-16 27.91 52.34 18.59
2013-03-17 27.89 52.36 18.59
2013-03-18 27.89 52.36 18.59
2013-03-19 27.89 52.38 18.58
2013-03-20 27.85 52.43 18.57
2013-03-21 27.83 52.44 18.58
2013-03-22 27.83 52.44 18.58
2013-03-26 27.59 52.44 18.52
2013-03-27 27.81 52.47 18.57
2013-03-28 27.81 52.48 18.56
2013-03-29 27.79 52.51 18.55
2013-03-30 27.78 52.52 18.55
2013-03-31 27.77 52.53 18.55
2013-04-01 27.76 52.54 18.55
2013-04-02 27.75 52.55 18.55
2013-04-03 27.71 52.56 18.58
2013-04-04 27.70 52.57 18.58
2013-04-05 27.67 52.61 18.57
2013-04-06 27.65 52.63 18.57
2013-04-07 27.61 52.69 18.55
2013-04-08 27.56 52.76 18.53
2013-04-09 27.56 52.79 18.51
2013-04-10 27.56 52.80 18.50
2013-04-11 27.54 52.84 18.48
2013-04-12 27.62 52.79 18.45
2013-04-13 27.65 52.77 18.44
2013-04-14 27.59 52.84 18.43
2013-04-15 27.55 52.89 18.42
2013-04-16 27.57 52.88 18.42
2013-04-17 27.57 52.88 18.42
2013-04-18 27.53 52.91 18.43
2013-04-19 27.49 52.96 18.42
2013-04-20 27.40 53.08 18.39
2013-04-21 27.34 53.14 18.39
2013-04-22 27.31 53.18 18.39
2013-04-23 27.30 53.19 18.39
2013-04-24 27.30 53.19 18.39
2013-04-25 27.30 53.19 18.39
2013-04-26 27.26 53.22 18.40
2013-04-27 27.26 53.22 18.40
2013-04-28 27.24 53.24 18.40
2013-04-29 27.24 53.25 18.40
2013-04-30 27.21 53.30 18.40
2013-05-01 27.21 53.31 18.39
2013-05-02 27.21 53.31 18.39
2013-05-03 27.21 53.31 18.39
2013-05-04 27.21 53.31 18.39
2013-05-05 27.20 53.32 18.39
2013-05-06 27.20 53.32 18.39
2013-05-07 27.13 53.40 18.38
2013-05-08 27.09 53.43 18.39
2013-05-09 27.08 53.44 18.39
2013-05-10 27.06 53.47 18.38
2013-05-11 27.03 53.50 18.38
2013-05-12 27.01 53.53 18.37
2013-05-13 27.00 53.54 18.37
